Unnamed: 0,Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Converted
2907,11769da0-737d-4bc8-a219-b44b7b47fd86,631758.0,Landing Page Submission,Organic Search,No,No,9.0,1623.0,2.25,SMS Sent,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,1.0
5351,63a1124b-e37c-4bf4-96af-8fea900e49ca,608807.0,Landing Page Submission,Direct Traffic,No,No,5.0,768.0,5.0,Email Opened,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,,,,,No,No,Email Opened,0.0
901,daa35566-8fc8-47d2-9b2b-9aa9fd23523c,650820.0,Landing Page Submission,Organic Search,No,No,4.0,1425.0,4.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified,1.0
6329,2ec14c5d-8035-4a3c-9f00-b7ec4844d231,601352.0,API,Direct Traffic,No,No,5.0,35.0,1.25,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities,,,,,No,No,Email Opened,1.0
3766,dddea45b-bf31-4fff-b23f-5cb0c9fe926b,624090.0,Landing Page Submission,Google,No,No,4.0,103.0,4.0,Email Opened,India,Travel and Tourism,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Email Opened,0.0
4487,ea6079bc-695d-4cef-857d-755cf25d10e6,616614.0,API,Organic Search,No,No,5.0,1229.0,2.5,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent,1.0
7335,c2e99a7a-def8-4ff4-9fdb-882b777c86f3,593122.0,Landing Page Submission,Direct Traffic,No,No,3.0,432.0,1.5,SMS Sent,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,Yes,Modified,0.0
4290,c958de3e-93d1-4a46-a48a-cdb50ba79ede,618766.0,Landing Page Submission,Direct Traffic,No,No,2.0,331.0,2.0,Email Opened,India,Media and Advertising,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Modified,0.0
7451,5ecb33c2-c530-4c60-bd8e-5c35fb21f2ae,592418.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0
2806,3de6cab2-4e95-4696-805a-1de0e452daf4,632807.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1.0
6561,f52bb7b7-d556-43c1-8430-5501b4e108f0,599463.0,API,Olark Chat,Yes,No,0.0,0.0,0.0,Email Bounced,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,,No,No,Select,Select,,,,,No,No,Modified,0.0
7795,8df00d96-5bec-4c75-ab15-3285f4349ab4,590066.0,API,Google,No,No,2.0,14.0,1.0,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Modified,1.0
7865,efb33669-e6de-4add-bbd5-abc66a118e0c,589453.0,Landing Page Submission,Google,No,No,9.0,283.0,9.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,03.Low,01.High,10.0,18.0,No,Yes,Email Opened,0.0
4721,745b47e7-2cef-427e-b86e-28386b0fda1c,614565.0,Landing Page Submission,Direct Traffic,No,No,5.0,106.0,5.0,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Mumbai,,,,,No,No,Email Opened,0.0
2928,85057e01-5d12-449b-a690-c309855ceacd,631621.0,Landing Page Submission,Direct Traffic,No,No,2.0,442.0,2.0,Olark Chat Conversation,India,Marketing Management,Multiple Sources,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Olark Chat Conversation,0.0
1562,d3f18d64-291d-4d7c-baef-e3647d102121,643930.0,API,Organic Search,No,No,2.0,345.0,2.0,Had a Phone Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified,1.0
5915,0f7996c8-63be-49d2-894d-a93f3883fe31,604460.0,Landing Page Submission,Organic Search,No,No,15.0,1603.0,15.0,SMS Sent,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Metro Cities,,,,,No,Yes,SMS Sent,1.0
453,0ced3e0c-fc8e-40a7-bd0d-b66fabd7ee18,655492.0,Landing Page Submission,Direct Traffic,No,No,4.0,1447.0,4.0,SMS Sent,India,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Modified,0.0
2089,bbde6fc3-babe-44eb-971f-17e8f5218f05,639504.0,API,Google,No,No,2.0,1196.0,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent,1.0
1577,a5c5f80a-7fb1-479c-961f-d958aafddf4e,643838.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,Email Opened,,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,No,Email Opened,1.0
5210,f7882cf0-5c85-4212-9644-6a8d11ece2ab,609859.0,Landing Page Submission,Direct Traffic,No,No,3.0,1364.0,1.5,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Other Cities of Maharashtra,,,,,No,Yes,SMS Sent,1.0
517,0f7f4062-a574-4390-8ee1-790bba34003e,655061.0,API,Google,No,No,4.0,913.0,1.33,Email Opened,United States,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,14.0,16.0,No,No,Modified,1.0
8555,5c6e2171-cfe8-4561-9def-459f5f1197ba,584427.0,API,Olark Chat,No,No,3.0,321.0,3.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Olark Chat Conversation,0.0
395,eada32bc-7305-4940-9384-4fb94e7e06da,656340.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened,0.0
8071,6cd7f6d3-4781-436d-978d-7381106e4f2b,588051.0,Lead Add Form,Reference,No,No,,341.0,,Had a Phone Conversation,,Business Administration,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,19.0,No,No,Modified,1.0
913,e2f5af78-449c-4d9f-b5fd-de82f0db7224,650646.0,API,Google,No,No,12.0,341.0,3.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,Email Opened,1.0
3061,25e5111d-8d22-4686-9c85-5bce9dcaa066,630623.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,0.0
1380,b60914e2-c145-4dd1-945d-c2ae38159bc1,645458.0,Landing Page Submission,Direct Traffic,No,No,2.0,816.0,2.0,Email Opened,India,IT Projects Management,,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,Other Cities,02.Medium,02.Medium,14.0,13.0,No,Yes,Email Opened,1.0
6885,cc81228b-8c45-4b24-8519-d98828c68390,596759.0,Landing Page Submission,Direct Traffic,No,No,6.0,1266.0,3.0,Email Opened,India,Marketing Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Mumbai,,,,,No,No,Modified,1.0
7922,bbc7467c-2f9e-45cb-a6bb-30469e9a75f8,589038.0,API,Olark Chat,Yes,No,0.0,0.0,0.0,Email Bounced,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Email Bounced,0.0
267,b188ce42-4d14-4a53-80fb-e554ce3959ca,657611.0,Lead Add Form,Reference,No,No,,1704.0,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,Modified,1.0
9042,1b4b4398-686a-4617-bd7b-9259210e682f,581077.0,Landing Page Submission,Direct Traffic,No,No,4.0,95.0,4.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,19.0,No,Yes,Modified,0.0
8165,d9d47357-21b8-4222-9a83-0d0e79d0cf67,587481.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0
938,52fe1b3c-c00a-4039-8811-b9eb2a1b8ac4,650328.0,Landing Page Submission,Direct Traffic,No,No,5.0,1534.0,2.5,Email Link Clicked,India,Finance Management,,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,Other Cities,02.Medium,02.Medium,13.0,16.0,No,Yes,Email Link Clicked,1.0
3888,03c84178-3657-418e-8216-bda376580ccc,622713.0,Landing Page Submission,Google,No,No,5.0,88.0,5.0,SMS Sent,India,IT Projects Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,SMS Sent,0.0
3685,f02f881f-cae3-43c7-bdd8-a7811c9a22c8,624817.0,Landing Page Submission,Direct Traffic,No,No,2.0,1166.0,2.0,SMS Sent,India,IT Projects Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,SMS Sent,1.0
8410,781956ad-6b08-497b-add6-b507ed2698f2,585688.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0
4374,a2e64424-5fdc-482a-934b-c14b49d7661a,617816.0,Landing Page Submission,Direct Traffic,No,No,10.0,1669.0,2.5,Email Opened,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Potential Lead,Other Cities,01.High,02.Medium,16.0,15.0,No,Yes,Email Opened,1.0
6819,503104bf-12ad-4228-bef9-233fd42db26b,597438.0,Landing Page Submission,Organic Search,No,No,15.0,1205.0,3.75,SMS Sent,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities,,,,,No,Yes,SMS Sent,1.0
611,4daf1783-7f4f-4dbf-8b3f-c7a8d9910cbf,654115.0,API,Google,No,No,3.0,7.0,3.0,Email Link Clicked,India,Marketing Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified,1.0
5986,545b88bb-f48e-4910-9b81-bb88bc6db964,603928.0,Landing Page Submission,Direct Traffic,No,No,2.0,287.0,2.0,Email Opened,India,Healthcare Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Modified,0.0
4936,257e4d5b-fc26-41be-af5f-dd8bfefaac27,612669.0,Landing Page Submission,Google,No,No,2.0,336.0,2.0,Email Opened,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,,,,,No,No,Email Opened,0.0
1589,4f0eee1c-2b48-43b1-b1da-4a259d5d5cf9,643787.0,Landing Page Submission,Direct Traffic,No,No,2.0,850.0,2.0,Email Opened,India,Business Administration,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Other Leads,Other Cities,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened,1.0
7773,d2aec7da-be4a-412d-81ce-e9962ba5022d,590222.0,Landing Page Submission,Google,No,No,5.0,252.0,5.0,Unreachable,India,Supply Chain Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,No,Unreachable,1.0
5536,0554264d-ea7e-4290-9adf-67be17268ddc,607476.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
5176,fa784ffd-f12c-44f2-9dcb-ead1afe6221c,610230.0,API,Google,No,No,3.0,70.0,1.5,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Modified,0.0
7411,cc32fcb7-060c-4408-8265-fd114c0af93d,592676.0,API,Olark Chat,Yes,No,0.0,0.0,0.0,Email Bounced,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Modified,0.0
6437,47620cf4-ca86-49b0-9a17-bf8c89c4155f,600616.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,,,,,No,No,Email Opened,0.0
3975,f04ca24c-1a35-49cb-9e82-964e7ca8b1a4,621993.0,Landing Page Submission,Direct Traffic,Yes,No,2.0,111.0,2.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,0.0
9238,5330a7d1-2f2b-4df4-85d6-64ca2f6b95b9,579538.0,Landing Page Submission,Google,No,No,3.0,499.0,3.0,SMS Sent,India,Human Resource Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,No,No,SMS Sent,1.0
6375,bb544ffc-556a-46c5-8133-b6b12bdd3aba,601026.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,Email Link Clicked,,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Modified,1.0
7387,3678a8d3-1719-4c0d-a441-a5f7553ac8fd,592785.0,Landing Page Submission,Direct Traffic,No,No,3.0,1486.0,3.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Lateral Student,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened,1.0
2676,bcfdd00e-99d2-4be1-b09b-a6260a63dade,633945.0,Lead Add Form,,No,No,0.0,0.0,0.0,SMS Sent,,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,,,,,No,No,SMS Sent,1.0
5854,95433225-2642-4d8a-aea4-fe6852445e0f,605027.0,API,Organic Search,No,No,5.0,247.0,5.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
3636,c6ad51b0-8593-4cb3-88e3-f07965f655ad,625590.0,API,bing,No,No,1.0,458.0,1.0,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,0.0
6961,c231eb83-4fde-4e3a-accf-48a52c1e00c9,596243.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,0.0
5222,d2ceab87-7645-4010-b2b1-02cc55f1bcdf,609731.0,Landing Page Submission,Direct Traffic,No,No,2.0,268.0,2.0,Email Opened,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Worst,No,No,Select,Other Cities of Maharashtra,,,,,No,Yes,Email Opened,0.0
7088,7c736b0b-79e2-4c6c-bc5f-3fe07cd94920,595182.0,Landing Page Submission,Google,No,No,3.0,291.0,1.5,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Select,Mumbai,,,,,No,Yes,Email Opened,0.0
6431,2c363acb-cb34-48e4-aedf-5dcf3fac0e2d,600647.0,Landing Page Submission,Direct Traffic,No,No,5.0,381.0,5.0,SMS Sent,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Thane & Outskirts,,,,,No,Yes,SMS Sent,0.0
9111,ade5035d-45b2-4282-bd7c-76711064f89c,580531.0,Landing Page Submission,Direct Traffic,No,No,3.0,330.0,3.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Other Metro Cities,02.Medium,01.High,13.0,18.0,No,Yes,SMS Sent,0.0
4568,8d374416-e67d-4a35-91e2-19f808d1a09d,615948.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,Email Link Clicked,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Select,Select,,,,,No,No,Email Link Clicked,1.0
6520,68ce5663-48b6-4674-9b42-f5c7cd9079d0,599792.0,Landing Page Submission,Direct Traffic,Yes,No,3.0,385.0,3.0,Email Bounced,India,Travel and Tourism,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Modified,0.0
1458,91301a80-7501-45b4-b91a-1837c2547b21,644885.0,Landing Page Submission,Direct Traffic,No,No,2.0,1545.0,2.0,Email Opened,India,Supply Chain Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Email Opened,1.0
6244,fffb0e5e-9f92-4017-9f42-781a69da4154,601866.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,Select,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,,,,,No,No,Modified,0.0
8070,c6a582ef-188a-4a5e-a949-5e60671a9482,588058.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,SMS Sent,1.0
3739,6ae8a31b-f96f-40d5-bbaf-49641cad451f,624343.0,Landing Page Submission,Google,No,No,5.0,2037.0,2.5,Email Opened,India,Finance Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,No,Modified,1.0
2520,8f9de95b-1d94-44ba-8e0d-e6d0756e482d,635498.0,Landing Page Submission,Google,Yes,No,6.0,78.0,2.0,Page Visited on Website,India,"Banking, Investment And Insurance",Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified,0.0
7902,b72dd2b4-1aee-44b4-ba13-c492220e3ce5,589223.0,Landing Page Submission,Direct Traffic,No,No,3.0,1053.0,3.0,Email Opened,India,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened,1.0
1231,39325f2e-0553-4b56-ae10-2d87aeae9a83,646838.0,Landing Page Submission,Direct Traffic,No,No,2.0,6.0,2.0,Email Link Clicked,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Other Cities,01.High,02.Medium,16.0,16.0,No,Yes,Email Link Clicked,0.0
2689,3edc23ef-e2f6-4733-a985-0c8df253ca8d,633882.0,Landing Page Submission,Google,No,No,5.0,23.0,5.0,Email Opened,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,01.High,01.High,16.0,19.0,No,No,Email Opened,1.0
5592,0e94a4d8-c874-47b6-94d2-a474f51cec41,607069.0,Landing Page Submission,Direct Traffic,No,No,3.0,262.0,1.5,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,0.0
268,20418574-d6a1-405b-8afb-e6f47933e833,657609.0,API,Organic Search,No,No,3.0,1154.0,1.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,Modified,1.0
7384,1605a56c-cbb2-4fdc-baa2-bd277ba36da2,592796.0,Landing Page Submission,Direct Traffic,No,No,18.0,488.0,6.0,Email Opened,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened,0.0
5626,36a5408e-45ed-4546-9541-2762986eb7cf,606821.0,Landing Page Submission,Google,No,No,3.0,264.0,3.0,SMS Sent,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Mumbai,,,,,No,No,SMS Sent,0.0
6260,077155b1-586d-40c0-bf83-4884c16acc34,601801.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,Select,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,,,,,No,No,Modified,0.0
6239,567c7685-7358-473d-b79c-1e903dddf093,601887.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Select,Select,,,,,No,No,Email Opened,0.0
2285,14ec1f84-cf36-4ec3-8734-31c048042105,637640.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,Unreachable,,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,02.Medium,02.Medium,15.0,15.0,No,No,Unreachable,1.0
5799,1a2e1831-defc-4574-bbe0-c3d809972ee9,605291.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1.0
3792,caa5dfd2-2af9-4a3a-9444-02ed0bd08421,623749.0,API,Olark Chat,No,No,1.0,284.0,1.0,Page Visited on Website,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Page Visited on Website,0.0
1930,2542d70a-1c2e-4b88-be85-1ff12d7c9de6,640974.0,Landing Page Submission,Google,No,No,4.0,1396.0,4.0,Email Opened,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Other Leads,Other Cities of Maharashtra,02.Medium,01.High,15.0,17.0,No,No,Email Opened,1.0
4302,6d859d06-75ca-43f2-a1ef-5a458d5fe00e,618565.0,API,Google,No,No,5.0,162.0,2.5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Select,,,,,No,No,Email Opened,0.0
1911,00fed49d-440c-411f-bfef-bc689f3e5c7e,641110.0,Landing Page Submission,Google,No,No,4.0,61.0,4.0,Email Opened,India,Finance Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened,0.0
7417,4995a5fc-b72d-4a87-a956-909d13dba4a0,592648.0,Landing Page Submission,Direct Traffic,No,No,2.0,1601.0,2.0,SMS Sent,Singapore,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,SMS Sent,0.0
9219,9c970d5c-2748-4f61-90a6-eafd9ad5a242,579778.0,Landing Page Submission,Direct Traffic,No,No,6.0,1389.0,6.0,Email Opened,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Metro Cities,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened,1.0
22,8fd38b83-5c32-4277-bcfb-499f34a01c56,660471.0,Landing Page Submission,Google,No,No,1.0,1013.0,1.0,Converted to Lead,India,"Banking, Investment And Insurance",Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Modified,1.0
6218,c4b24e03-7ac0-4790-bbe6-7940afc652a3,602075.0,Landing Page Submission,Direct Traffic,No,No,2.0,144.0,2.0,Email Opened,India,Operations Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,,,,,No,No,Email Opened,0.0
